"","fishing_style","extreme_event","node","est","n","iter"
"589","recreational","abl","substitution_capacity","no",99969,2
"590","recreational","abl","substitution_capacity","yes",31,2
"591","recreational","hws","economic_buffers","low",100000,2
"592","recreational","hws","economic_risk","low",100000,2
"593","recreational","hws","go_fishing","yes",100000,2
"594","recreational","hws","individual_importance","medium",51507,2
"595","recreational","hws","individual_importance","high",48493,2
"596","recreational","hws","individual_risk","low",44091,2
"597","recreational","hws","individual_risk","medium",54116,2
"598","recreational","hws","individual_risk","high",1793,2
"599","recreational","hws","societal_importance","medium",55393,2
"600","recreational","hws","societal_importance","high",44607,2
"601","recreational","hws","societal_risk","low",44091,2
"602","recreational","hws","societal_risk","medium",54279,2
"603","recreational","hws","societal_risk","high",1630,2
"604","recreational","hws","strategy_to_change","adapt",100000,2
"605","recreational","hws","substitution_capacity","no",99977,2
"606","recreational","hws","substitution_capacity","yes",23,2
"607","recreational","hww","economic_buffers","low",100000,2
"608","recreational","hww","economic_risk","low",100000,2
"609","recreational","hww","go_fishing","no",26607,2
"610","recreational","hww","go_fishing","yes",73393,2
"611","recreational","hww","individual_importance","medium",50995,2
"612","recreational","hww","individual_importance","high",49005,2
"613","recreational","hww","individual_risk","low",37489,2
"614","recreational","hww","individual_risk","medium",48320,2
"615","recreational","hww","individual_risk","high",14191,2
"616","recreational","hww","societal_importance","medium",55418,2
"617","recreational","hww","societal_importance","high",44582,2
"618","recreational","hww","societal_risk","low",37489,2
"619","recreational","hww","societal_risk","medium",49711,2
"620","recreational","hww","societal_risk","high",12800,2
"621","recreational","hww","strategy_to_change","cope",26607,2
"622","recreational","hww","strategy_to_change","adapt",73393,2
"623","recreational","hww","substitution_capacity","no",99976,2
"624","recreational","hww","substitution_capacity","yes",24,2
"625","recreational","gal","economic_buffers","low",100000,2
"626","recreational","gal","economic_risk","low",43824,2
"627","recreational","gal","economic_risk","medium",34202,2
"628","recreational","gal","economic_risk","high",21974,2
"629","recreational","gal","go_fishing","no",42462,2
"630","recreational","gal","go_fishing","yes",57538,2
"631","recreational","gal","individual_importance","medium",51330,2
"632","recreational","gal","individual_importance","high",48670,2
"633","recreational","gal","individual_risk","low",36458,2
"634","recreational","gal","individual_risk","medium",42277,2
"635","recreational","gal","individual_risk","high",21265,2
"636","recreational","gal","societal_importance","medium",55685,2
"637","recreational","gal","societal_importance","high",44315,2
"638","recreational","gal","societal_risk","low",36458,2
"639","recreational","gal","societal_risk","medium",44077,2
"640","recreational","gal","societal_risk","high",19465,2
"641","recreational","gal","strategy_to_change","cope",42462,2
"642","recreational","gal","strategy_to_change","react",57538,2
"643","recreational","gal","substitution_capacity","no",99970,2
"644","recreational","gal","substitution_capacity","yes",30,2
"645","recreational","sto","economic_buffers","low",100000,2
"646","recreational","sto","economic_risk","low",100000,2
"647","recreational","sto","go_fishing","no",100000,2
"648","recreational","sto","individual_importance","medium",51341,2
"649","recreational","sto","individual_importance","high",48659,2
"650","recreational","sto","individual_risk","medium",51348,2
"651","recreational","sto","individual_risk","high",48652,2
"652","recreational","sto","societal_importance","medium",55513,2
"653","recreational","sto","societal_importance","high",44487,2
"654","recreational","sto","societal_risk","medium",55523,2
"655","recreational","sto","societal_risk","high",44477,2
"656","recreational","sto","strategy_to_change","cope",100000,2
"657","recreational","sto","substitution_capacity","no",99984,2
"658","recreational","sto","substitution_capacity","yes",16,2
"659","recreational","erf","economic_buffers","low",100000,2
"660","recreational","erf","economic_risk","low",100000,2
"661","recreational","erf","go_fishing","no",100000,2
"662","recreational","erf","individual_importance","medium",51282,2
"663","recreational","erf","individual_importance","high",48718,2
"664","recreational","erf","individual_risk","medium",51296,2
"665","recreational","erf","individual_risk","high",48704,2
"666","recreational","erf","societal_importance","medium",55427,2
"667","recreational","erf","societal_importance","high",44573,2
"668","recreational","erf","societal_risk","medium",55442,2
"669","recreational","erf","societal_risk","high",44558,2
"670","recreational","erf","strategy_to_change","cope",100000,2
"671","recreational","erf","substitution_capacity","no",99968,2
"672","recreational","erf","substitution_capacity","yes",32,2
"673","recreational","ici","economic_buffers","low",100000,2
"674","recreational","ici","economic_risk","not_relevant",100000,2
"675","recreational","ici","go_fishing","no",49878,2
"676","recreational","ici","go_fishing","yes",50122,2
"677","recreational","ici","individual_importance","medium",51218,2
"678","recreational","ici","individual_importance","high",48782,2
"679","recreational","ici","individual_risk","not_relevant",100000,2
"680","recreational","ici","societal_importance","medium",55490,2
"681","recreational","ici","societal_importance","high",44510,2
"682","recreational","ici","societal_risk","not_relevant",100000,2
"683","recreational","ici","strategy_to_change","not_relevant",100000,2
"684","recreational","ici","substitution_capacity","no",99971,2
"685","recreational","ici","substitution_capacity","yes",29,2
"686","small_scale","abl","economic_buffers","low",90362,2
"687","small_scale","abl","economic_buffers","medium",9638,2
"688","small_scale","abl","economic_risk","low",49062,2
"689","small_scale","abl","economic_risk","medium",29595,2
"690","small_scale","abl","economic_risk","high",21343,2
"691","small_scale","abl","go_fishing","no",6791,2
"692","small_scale","abl","go_fishing","yes",93209,2
"693","small_scale","abl","individual_importance","medium",1131,2
"694","small_scale","abl","individual_importance","high",98869,2
"695","small_scale","abl","individual_risk","low",49134,2
"696","small_scale","abl","individual_risk","medium",42158,2
"697","small_scale","abl","individual_risk","high",8708,2
"698","small_scale","abl","societal_importance","high",100000,2
"699","small_scale","abl","societal_risk","low",49134,2
"700","small_scale","abl","societal_risk","medium",42050,2
"701","small_scale","abl","societal_risk","high",8816,2
"702","small_scale","abl","strategy_to_change","cope",63556,2
"703","small_scale","abl","strategy_to_change","react",36444,2
"704","small_scale","abl","substitution_capacity","no",42338,2
"705","small_scale","abl","substitution_capacity","yes",57662,2
"706","small_scale","hws","economic_buffers","low",90222,2
"707","small_scale","hws","economic_buffers","medium",9778,2
"708","small_scale","hws","economic_risk","low",69892,2
"709","small_scale","hws","economic_risk","medium",18416,2
"710","small_scale","hws","economic_risk","high",11692,2
"711","small_scale","hws","go_fishing","no",7178,2
"712","small_scale","hws","go_fishing","yes",92822,2
"713","small_scale","hws","individual_importance","medium",1156,2
"714","small_scale","hws","individual_importance","high",98844,2
"715","small_scale","hws","individual_risk","low",48089,2
"716","small_scale","hws","individual_risk","medium",42802,2
"717","small_scale","hws","individual_risk","high",9109,2
"718","small_scale","hws","societal_importance","high",100000,2
"719","small_scale","hws","societal_risk","low",48089,2
"720","small_scale","hws","societal_risk","medium",42693,2
"721","small_scale","hws","societal_risk","high",9218,2
"722","small_scale","hws","strategy_to_change","cope",17407,2
"723","small_scale","hws","strategy_to_change","react",59773,2
"724","small_scale","hws","strategy_to_change","adapt",22820,2
"725","small_scale","hws","substitution_capacity","no",42066,2
"726","small_scale","hws","substitution_capacity","yes",57934,2
"727","small_scale","hww","economic_buffers","low",90313,2
"728","small_scale","hww","economic_buffers","medium",9687,2
"729","small_scale","hww","economic_risk","low",84621,2
"730","small_scale","hww","economic_risk","medium",7959,2
"731","small_scale","hww","economic_risk","high",7420,2
"732","small_scale","hww","go_fishing","no",38366,2
"733","small_scale","hww","go_fishing","yes",61634,2
"734","small_scale","hww","individual_importance","medium",1107,2
"735","small_scale","hww","individual_importance","high",98893,2
"736","small_scale","hww","individual_risk","low",28575,2
"737","small_scale","hww","individual_risk","medium",50555,2
"738","small_scale","hww","individual_risk","high",20870,2
"739","small_scale","hww","societal_importance","high",100000,2
"740","small_scale","hww","societal_risk","low",28575,2
"741","small_scale","hww","societal_risk","medium",50330,2
"742","small_scale","hww","societal_risk","high",21095,2
"743","small_scale","hww","strategy_to_change","cope",97587,2
"744","small_scale","hww","strategy_to_change","react",2413,2
"745","small_scale","hww","substitution_capacity","no",42239,2
"746","small_scale","hww","substitution_capacity","yes",57761,2
"747","small_scale","gal","economic_buffers","low",90174,2
"748","small_scale","gal","economic_buffers","medium",9826,2
"749","small_scale","gal","economic_risk","low",39556,2
"750","small_scale","gal","economic_risk","medium",34365,2
"751","small_scale","gal","economic_risk","high",26079,2
"752","small_scale","gal","go_fishing","no",35256,2
"753","small_scale","gal","go_fishing","yes",64744,2
"754","small_scale","gal","individual_importance","medium",1116,2
"755","small_scale","gal","individual_importance","high",98884,2
"756","small_scale","gal","individual_risk","low",42373,2
"757","small_scale","gal","individual_risk","medium",39601,2
"758","small_scale","gal","individual_risk","high",18026,2
"759","small_scale","gal","societal_importance","high",100000,2
"760","small_scale","gal","societal_risk","low",42373,2
"761","small_scale","gal","societal_risk","medium",39405,2
"762","small_scale","gal","societal_risk","high",18222,2
"763","small_scale","gal","strategy_to_change","cope",43672,2
"764","small_scale","gal","strategy_to_change","react",56328,2
"765","small_scale","gal","substitution_capacity","no",42331,2
"766","small_scale","gal","substitution_capacity","yes",57669,2
"767","small_scale","sto","economic_buffers","low",90472,2
"768","small_scale","sto","economic_buffers","medium",9528,2
